Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
21P187,52AW00/21UKST:21P187.PNT\hist00,,,,,,,,0,10,,,,,,
21PD171,52AW00/21UKST:21PD171.PNT\hist00,,,,,,,,0,2500,,,,,,
21T116,52AW00/21UKST:21T116.PNT\hist00,,,,,,,,-50,50,,,,,,
01L26_1V,52AW00/01SKLAD:01L26_1V.PNT\hist00,,,,,,,,0,546,,,,,,
01L26_2V,52AW00/01SKLAD:01L26_2V.PNT\hist00,,,,,,,,0,546,,,,,,
01L26_3V,52AW00/01SKLAD:01L26_3V.PNT\hist00,,,,,,,,0,546,,,,,,
01L26_4V,52AW00/01SKLAD:01L26_4V.PNT\hist00,,,,,,,,0,303.37097168,,,,,,
01L26_SUM,52AW00/01SKLAD:01L26_SUM.PNT\hist00,,,,,,,,0,1757,,,,,,
31F103,52AW00/31ABSOR:31F103.PNT\hist00,,,,,,,,0,14909.4296875,,,,,,
31F105,52AW00/31ABSOR:31F105.PNT\hist00,,,,,,,,0,25,,,,,,
31F111_1,52AW00/31ABSOR:31F111_1.PNT\hist00,,,,,,,,0,1072.34289551,,,,,,
31F111_2,52AW00/31ABSOR:31F111_2.PNT\hist00,,,,,,,,0,820.00097656,,,,,,
31FC104,52AW00/31ABSOR:31FC104.PNT\hist00,,,,,,,,0,6175.02587891,,,,,,
31FC110,52AW00/31ABSOR:31FC110.PNT\hist00,,,,,,,,0,9.97723675,,,,,,
31HNO3_FM,52AW00/31ABSOR:31HNO3_FM.PNT\hist00,,,,,,,,0,30,,,,,,
31HNO3_MNG,52AW00/31ABSOR:31HNO3_MNG.PNT\hist00,,,,,,,,0,16,,,,,,
31HNO3_R,52AW00/31ABSOR:31HNO3_R.PNT\hist00,,,,,,,,1.20000005,1.39999998,,,,,,
31KCP_KF,52AW00/31ABSOR:31KCP_KF.PNT\hist00,,,,,,,,0,4,,,,,,
31KCP_KFD,52AW00/31ABSOR:31KCP_KFD.PNT\hist00,,,,,,,,0,4,,,,,,
31KCP_KFM,52AW00/31ABSOR:31KCP_KFM.PNT\hist00,,,,,,,,0,4,,,,,,
31LC105,52AW00/31ABSOR:31LC105.PNT\hist00,,,,,,,,430,830,,,,,,
31OV1_KF,52AW00/31ABSOR:31OV1_KF.PNT\hist00,,,,,,,,0,500,,,,,,
31OV1_KFD,52AW00/31ABSOR:31OV1_KFD.PNT\hist00,,,,,,,,0,500,,,,,,
31OV1_KFM,52AW00/31ABSOR:31OV1_KFM.PNT\hist00,,,,,,,,0,500,,,,,,
31OV2_KF,52AW00/31ABSOR:31OV2_KF.PNT\hist00,,,,,,,,0,500,,,,,,
31OV2_KFD,52AW00/31ABSOR:31OV2_KFD.PNT\hist00,,,,,,,,0,500,,,,,,
31OV2_KFM,52AW00/31ABSOR:31OV2_KFM.PNT\hist00,,,,,,,,0,500,,,,,,
31Q105,52AW00/31ABSOR:31Q105.PNT\hist00,,,,,,,,50,60,,,,,,
31T108_1,52AW00/31ABSOR:31T108_1.PNT\hist00,,,,,,,,0,150,,,,,,
31T108_2,52AW00/31ABSOR:31T108_2.PNT\hist00,,,,,,,,0,150,,,,,,
31T108_3,52AW00/31ABSOR:31T108_3.PNT\hist00,,,,,,,,0,150,,,,,,
31T108_4,52AW00/31ABSOR:31T108_4.PNT\hist00,,,,,,,,0,150,,,,,,
