Tag Name;Address;Data Type;Respect Data Type;Client Access;Scan Rate;Scaling;Raw Low;Raw High;Scaled Low;Scaled High;Scaled Data Type;Clamp Low;Clamp High;Eng Units;Description;Negate Value
42T101_6;52AW00/42REKUP:42T101_6.PNT\hist00;;;;;;;;0;400;;;;град.С;Т перег. пара из КУГ;
42T114_1;52AW00/42REKUP:42T114_1.PNT\hist00;;;;;;;;0;400;;;;град.С;Т метал.газ.камер КУН;
42T114_2;52AW00/42REKUP:42T114_2.PNT\hist00;;;;;;;;0;400;;;;град.С;Т метал.газ.камер КУН;
42T114_3;52AW00/42REKUP:42T114_3.PNT\hist00;;;;;;;;0;400;;;;град.С;Т метал.газ.камер КУН;
42T114_4;52AW00/42REKUP:42T114_4.PNT\hist00;;;;;;;;0;400;;;;град.С;Т метал.газ.камер КУН;
42T114_5;52AW00/42REKUP:42T114_5.PNT\hist00;;;;;;;;0;400;;;;град.С;Т метал.газ.камер КУН;
42T114_6;52AW00/42REKUP:42T114_6.PNT\hist00;;;;;;;;0;400;;;;град.С;Т метал.газ.камер КУН;
42T173_4;52AW00/42REKUP:42T173_4.PNT\hist00;;;;;;;;0;600;;;;град.С;Т газов  после ГТТ;
42T183;52AW00/42REKUP:42T183.PNT\hist00;;;;;;;;0;1100;;;;град.С;Т газов из УКСТ 1в;
42PS178;52AW00/42SBS_AO:42PS178.PNT\hist00;;;;;;;;0;16;;;;кг/см2;Р ПГ  до Стоп. Отсек.;
42PS179;52AW00/42SBS_AO:42PS179.PNT\hist00;;;;;;;;0;1,6;;;;кг/см2;Р масла смазки в ГТТ-3М;
42PS180;52AW00/42SBS_AO:42PS180.PNT\hist00;;;;;;;;0;3;;;;кг/см2;Р воздуха из компр. 1а;
42TS174;52AW00/42SBS_AOK:42TS174.PNT\hist00;;;;;;;;0;1100;;;;град.С;Т ОХГ Блок. перед ГТТ;
42LS131;52AW00/42SBS_AOK:42LS131.PNT\hist00;;;;;;;;-315;315;;;;мм;Авар.L пит. Воды в КУН;
42TS101;52AW00/42SBS_AOK:42TS101.PNT\hist00;;;;;;;;0;400;;;;град.С;Т АВС после смесит.3;
42FC171;52AW00/42UKST:42FC171.PNT\hist00;;;;;;;;0;2012.885;;;;м3/ч;Расход ПГ в УКСТ;
42HCV171;52AW00/42UKST:42HCV171.PNT\hist00;;;;;;;;0;100;;;;%;"Упр. РК скорости вращения турб. ";
42PD171;52AW00/42UKST:42PD171.PNT\hist00;;;;;;;;0;2500;;;;кгс/м2;Перепад ПГ в УКСТ;
42T116;52AW00/42UKST:42T116.PNT\hist00;;;;;;;;-50;50;;;;град.С;Т ПГ в УКСТ;
42FC107;52AW00/42UKST:42FC107.PNT\hist00;;;;;;;;0;19649.47;;;;м3/ч;F воздуха  в УКСТ 1в;
42HCV107;52AW00/42UKST:42HCV107.PNT\hist00;;;;;;;;0;100;;;;%;Дист.Упр.Рег.Клап. возд. в КСТ 1в;
42G171;52AW00/42UKST:42G171.PNT\hist00;;;;;;;;0;100;;;;%;"Полож. РК скорости вращения турб. ";
42P187;52AW00/42UKST:42P187.PNT\hist00;;;;;;;;0;10;;;;кг/см2;"РПГ после РК  cкорости турб. ";
52F103;52AW00/52ABSOR:52F103.PNT\hist00;;;;;;;;0;15157,86;;;;м3/ч;F доб. Воздуха НГ и прод.кол.;
52F111_1;52AW00/52ABSOR:52F111_1.PNT\hist00;;;;;;;;0;1072.343;;;;м3/ч;F об. Воды (1) на абсорб.;
52F111_2;52AW00/52ABSOR:52F111_2.PNT\hist00;;;;;;;;0;820.001;;;;м3/ч;F об. Воды (2) на абсорб.;
52FC104;52AW00/52ABSOR:52FC104.PNT\hist00;;;;;;;;0;6289,59;;;;м3/ч;Рег.F воздуха в прод.Кол.12;
52FCV104;52AW00/52ABSOR:52FCV104.PNT\hist00;;;;;;;;0;100;;;;%;Рег.Клап.F воздуха в прод.Кол.12;
52FC110;52AW00/52ABSOR:52FC110.PNT\hist00;;;;;;;;0;10;;;;м3/ч;Рег.F КСП в абс.Колон.8;
52FCV110;52AW00/52ABSOR:52FCV110.PNT\hist00;;;;;;;;0;100;;;;%;Рег.Клап.F КСП в абс.Колон.8;
52F105;52AW00/52ABSOR:52F105.PNT\hist00;;;;;;;;0;25;;;;м3/ч;F кислоты с агрегата;
52Q105;52AW00/52ABSOR:52Q105.PNT\hist00;;;;;;;;50;60;;;;%;Q кислоты с агрегата;
52T108_4;52AW00/52ABSOR:52T108_4.PNT\hist00;;;;;;;;0;150;;;;град.С;Т кислоты за прод.Кол.12;
52LC105;52AW00/52ABSOR:52LC105.PNT\hist00;;;;;;;;430;830;;;;мм;Рег.L кислоты в прод.Кол.12;
52LCV105;52AW00/52ABSOR:52LCV105.PNT\hist00;;;;;;;;0;100;;;;%;Рег.Клап.L кислоты в прод.Кол.12;
52T108_1;52AW00/52ABSOR:52T108_1.PNT\hist00;;;;;;;;0;150;;;;град.С;Т НГ в абс.Колон.8;
52T108_2;52AW00/52ABSOR:52T108_2.PNT\hist00;;;;;;;;0;150;;;;град.С;Т кислоты в кубе абс.кол;
52T108_3;52AW00/52ABSOR:52T108_3.PNT\hist00;;;;;;;;0;150;;;;град.С;Т ХГ Вых.подогр.6;
52T108_5;52AW00/52ABSOR:52T108_5.PNT\hist00;;;;;;;;0;400;;;;град.С;Т НГ за подогр.1;
52T108_6;52AW00/52ABSOR:52T108_6.PNT\hist00;;;;;;;;0;150;;;;град.С;Т НГ за холод.7;
52F113;52AW00/52GTT:52F113.PNT\hist00;;;;;;;;0;1038.555;;;;м3/ч;F обор. воды на ГТТ;
52P181;52AW00/52GTT:52P181.PNT\hist00;;;;;;;;0;10;;;;кг/см2;Р воздуха за нагнет 1г;
52T173_1;52AW00/52GTT:52T173_1.PNT\hist00;;;;;;;;0;200;;;;град.С;Т воздуха за нагнет 1г;
52HCV170;52AW00/52GTT:52HCV170.PNT\hist00;;;;;;;;0;100;;;;%;Дист.Упр.Рег.Клап. возд.ГТТиТехн;
52SCS171_1;52AW00/52GTT:52SCS171_1.PNT\hist00;;;;;;;;0;6000;;;;об/мин;"Регулятор Скор. вращения турб. ";
52SCS171_2;52AW00/52GTT:52SCS171_2.PNT\hist00;;;;;;;;0;6000;;;;об/мин;"Регулятор Скор. вращения турб. ";
52SCS171_3;52AW00/52GTT:52SCS171_3.PNT\hist00;;;;;;;;0;6000;;;;об/мин;"Регулятор Скор. вращения турб. ";
52T170_3;52AW00/52GTT:52T170_3.PNT\hist00;;;;;;;;0;100;;;;град.С;Т Воды до маслоохлад.;
52T170_4;52AW00/52GTT:52T170_4.PNT\hist00;;;;;;;;0;100;;;;град.С;Т Воды за маслоохлад.;
52T170_5;52AW00/52GTT:52T170_5.PNT\hist00;;;;;;;;0;100;;;;град.С;Т Воды за воздухоохл.;
52T170_6;52AW00/52GTT:52T170_6.PNT\hist00;;;;;;;;0;100;;;;град.С;Т воздуха за ВоздОхл 1д;
52T173_2;52AW00/52GTT:52T173_2.PNT\hist00;;;;;;;;0;200;;;;град.С;Т воздуха из компр. 1а;
52P128;52AW00/52KONV:52P128.PNT\hist00;;;;;;;;0;10;;;;кг/см2;Р АВС после смесит.2;
52F102;52AW00/52KONV:52F102.PNT\hist00;;;;;;;;0;64162,19;;;;м3/ч;F возд (А) в смесит. 2;
52FC101;52AW00/52KONV:52FC101.PNT\hist00;;;;;;;;0;7973,28;;;;м3/ч;F ГА в смесит. 2;
52FFCV101;52AW00/52KONV:52FFCV101.PNT\hist00;;;;;;;;0;100;;;;%;"Клап.Соотн ГА/Возд ";
52FS101;52AW00/52KONV:52FS101.PNT\hist00;;;;;;;;0;7973,28;;;;м3/ч;F ГА Блок. в смесит. 2;
52FS102;52AW00/52KONV:52FS102.PNT\hist00;;;;;;;;0;64162,19;;;;м3/ч;F возд (В) Блок. в смесит. 2;
52G101;52AW00/52KONV:52G101.PNT\hist00;;;;;;;;0;100;;;;%;Клап.Соотн ГА/Возд положение;
52P101A;52AW00/52KONV:52P101A.PNT\hist00;;;;;;;;0;10;;;;кг/см2;"Р ГА в смеситель 2 ";
52P101B;52AW00/52KONV:52P101B.PNT\hist00;;;;;;;;0;10;;;;кг/см2;"Р ГА в смеситель 2 ";
52P127A;52AW00/52KONV:52P127A.PNT\hist00;;;;;;;;0;10;;;;кг/см2;Р возд (А) в смесит. 2;
52P127B;52AW00/52KONV:52P127B.PNT\hist00;;;;;;;;0;10;;;;кг/см2;Р возд (В) в смесит. 2;
52T101A;52AW00/52KONV:52T101A.PNT\hist00;;;;;;;;0;200;;;;град.С;"Т ГА в смеситель 2 ";
52T101B;52AW00/52KONV:52T101B.PNT\hist00;;;;;;;;0;200;;;;град.С;"Т ГА в смеситель 2 ";
52T127A;52AW00/52KONV:52T127A.PNT\hist00;;;;;;;;0;200;;;;град.С;Т возд (А) в смесит. 2;
52T127B;52AW00/52KONV:52T127B.PNT\hist00;;;;;;;;0;200;;;;град.С;Т возд (В) в смесит. 2;
52T103;52AW00/52KONV:52T103.PNT\hist00;;;;;;;;0;400;;;;град.С;Т НГ на Вых. КУН;
52TS102_1;52AW00/52KONV:52TS102_1.PNT\hist00;;;;;;;;0;1100;;;;град.С;Т под сетками конт. Апар.п.2;
52TS102_2;52AW00/52KONV:52TS102_2.PNT\hist00;;;;;;;;0;1100;;;;град.С;Т под сетками конт. Апар.п.2;
52TS102_3;52AW00/52KONV:52TS102_3.PNT\hist00;;;;;;;;0;1100;;;;град.С;Т под сетками конт. Апар.п.2;
52PS176;52AW00/52MASLO:52PS176.PNT\hist00;;;;;;;;0;10;;;;кг/см2;"Р напорного масла ";
52T170_1;52AW00/52MASLO:52T170_1.PNT\hist00;;;;;;;;0;100;;;;град.С;Т масла до маслоохлад.;
52T170_2;52AW00/52MASLO:52T170_2.PNT\hist00;;;;;;;;0;100;;;;град.С;Т масла за маслоохлад.;
52HCV101;52AW00/52NH3:52HCV101.PNT\hist00;;;;;;;;0;100;;;;%;Дист. упр. клап.ГА в завод. сеть;
52LC108;52AW00/52NH3:52LC108.PNT\hist00;;;;;;;;700;1100;;;;мм;Рег.L ЖА в испарит. 11;
52LCV108;52AW00/52NH3:52LCV108.PNT\hist00;;;;;;;;0;100;;;;%;Клап.рег.L ЖА в испарит. 11;
52PC110;52AW00/52NH3:52PC110.PNT\hist00;;;;;;;;0;20;;;;кг/см2;Рег.Р ГА подач.Пар за испарит. 11;
52PCV110;52AW00/52NH3:52PCV110.PNT\hist00;;;;;;;;0;100;;;;%;Клап.рег.Р ГА за испарит. 11;
52TC112;52AW00/52NH3:52TC112.PNT\hist00;;;;;;;;0;200;;;;град.С;Рег.Т ГА подач.Пар  в подогр.11г;
52TCV112;52AW00/52NH3:52TCV112.PNT\hist00;;;;;;;;0;100;;;;%;Клап.рег.Т ГА  в подогр.11г;
52TS112;52AW00/52NH3:52TS112.PNT\hist00;;;;;;;;0;200;;;;град.С;Авар.сигн.Т ГА  в подогр.11г;
52FC106;52AW00/52OXG:52FC106.PNT\hist00;;;;;;;;0;80;;;;м3/ч;Рег. F ГА  в РСО;
52FCV106;52AW00/52OXG:52FCV106.PNT\hist00;;;;;;;;0;100;;;;%;Рег.Клап. F ГА  в РСО;
52T109_2;52AW00/52OXG:52T109_2.PNT\hist00;;;;;;;;0;400;;;;град.С;"Т ХГ до РСО ";
52T109_4;52AW00/52OXG:52T109_4.PNT\hist00;;;;;;;;0;400;;;;град.С;"Т НГ за подог.ХГ ";
52T109_5;52AW00/52OXG:52T109_5.PNT\hist00;;;;;;;;0;400;;;;град.С;"Т ХГ после РСО ";
52T109_7;52AW00/52OXG:52T109_7.PNT\hist00;;;;;;;;0;400;;;;град.С;"Т ХГ в зоне реак. ";
52T109_8;52AW00/52OXG:52T109_8.PNT\hist00;;;;;;;;0;400;;;;град.С;"Т ХГ после окис. ";
52T109_9;52AW00/52OXG:52T109_9.PNT\hist00;;;;;;;;0;400;;;;град.С;"Т ХГ в зоне реак. ";
52PS182_1;52AW00/52PODSH_AO:52PS182_1.PNT\hist00;;;;;;;;0;6;;;;кг/см2;АварСигнОсевСдвига  РотораТурбины;
52PS182_2;52AW00/52PODSH_AO:52PS182_2.PNT\hist00;;;;;;;;0;6;;;;кг/см2;АварСигнОсевСдвига  РотораТурбины;
52PS183_1;52AW00/52PODSH_AO:52PS183_1.PNT\hist00;;;;;;;;0;6;;;;кг/см2;АварСигнОсевСдвига  РотораНагнет.;
52PS183_2;52AW00/52PODSH_AO:52PS183_2.PNT\hist00;;;;;;;;0;6;;;;кг/см2;АварСигнОсевСдвига  РотораНагнет.;
52TS177_1;52AW00/52PODSH_AO:52TS177_1.PNT\hist00;;;;;;;;0;100;;;;град.С;Т подшипника редуктора;
52TS177_2;52AW00/52PODSH_AO:52TS177_2.PNT\hist00;;;;;;;;0;100;;;;град.С;Т подшипника редуктора;
52TS177_3;52AW00/52PODSH_AO:52TS177_3.PNT\hist00;;;;;;;;0;100;;;;град.С;Т подшипника редуктора;
52TS177_4;52AW00/52PODSH_AO:52TS177_4.PNT\hist00;;;;;;;;0;100;;;;град.С;Т подшипника редуктора;
52TS177_5;52AW00/52PODSH_AO:52TS177_5.PNT\hist00;;;;;;;;0;100;;;;град.С;Т подшипника редуктора;
52TS177_6;52AW00/52PODSH_AO:52TS177_6.PNT\hist00;;;;;;;;0;100;;;;град.С;Т подшипника редуктора;
52TS177_7;52AW00/52PODSH_AO:52TS177_7.PNT\hist00;;;;;;;;0;100;;;;град.С;Т подшипника редуктора;
52TS177_8;52AW00/52PODSH_AO:52TS177_8.PNT\hist00;;;;;;;;0;100;;;;град.С;Т подшипника редуктора;
52TS178_1;52AW00/52PODSH_AO:52TS178_1.PNT\hist00;;;;;;;;0;100;;;;град.С;Т опор. Подшипника компрессора;
52TS178_2;52AW00/52PODSH_AO:52TS178_2.PNT\hist00;;;;;;;;0;100;;;;град.С;Т опор. Подшипника турбины;
52TS178_3;52AW00/52PODSH_AO:52TS178_3.PNT\hist00;;;;;;;;0;100;;;;град.С;Т упор. Подшипника турбины;
52TS178_4;52AW00/52PODSH_AO:52TS178_4.PNT\hist00;;;;;;;;0;100;;;;град.С;Т упор. Подшипника турбины;
52TS178_5;52AW00/52PODSH_AO:52TS178_5.PNT\hist00;;;;;;;;0;100;;;;град.С;Т перед. Подшип-ка нагнетателя;
52TS178_6;52AW00/52PODSH_AO:52TS178_6.PNT\hist00;;;;;;;;0;100;;;;град.С;Т упор. Подшипника нагнетателя;
52TS178_7;52AW00/52PODSH_AO:52TS178_7.PNT\hist00;;;;;;;;0;100;;;;град.С;Т задн. Подшипника нагнетателя;
52TS179_1;52AW00/52PODSH_AO:52TS179_1.PNT\hist00;;;;;;;;0;100;;;;град.С;Т подшипника РД;
52TS179_2;52AW00/52PODSH_AO:52TS179_2.PNT\hist00;;;;;;;;0;100;;;;град.С;Т подшипника РД;
52TS179_3;52AW00/52PODSH_AO:52TS179_3.PNT\hist00;;;;;;;;0;100;;;;град.С;Т обмотки статора РД;
52EA_RD;52AW00/52RD:52EA_RD.PNT\hist00;;;;;;;;-1500;1500;;;;квт;Мощность  РД;
52IA_RD;52AW00/52RD:52IA_RD.PNT\hist00;;;;;;;;0;150;;;;А;Ток статора  РД;
52P193;52AW00/52RD:52P193.PNT\hist00;;;;;;;;0;1000;;;;мм;"Положение экранов ЖРС ";
52T192;52AW00/52RD:52T192.PNT\hist00;;;;;;;;0;100;;;;град.С;Т электролита  ЖРС;
52F132;52AW00/52REKUP:52F132.PNT\hist00;;;;;;;;0;12,51258;;;;м3/ч;F пит. Воды в КУГ;
52F133;52AW00/52REKUP:52F133.PNT\hist00;;;;;;;;0;40,06589;;;;м3/ч;Fпит. Воды в КУН;
52T174;52AW00/52REKUP:52T174.PNT\hist00;;;;;;;;0;1100;;;;град.С;Т ОХГ  перед ГТТ;
52LC130;52AW00/52REKUP:52LC130.PNT\hist00;;;;;;;;-315;315;;;;мм;Рег.L пит. Воды в КУГ;
52LCV130;52AW00/52REKUP:52LCV130.PNT\hist00;;;;;;;;0;100;;;;%;Рег.Клап.L  в КУГ;
52LC131;52AW00/52REKUP:52LC131.PNT\hist00;;;;;;;;-315;315;;;;мм;Рег.L пит. Воды в КУН;
52LCV131;52AW00/52REKUP:52LCV131.PNT\hist00;;;;;;;;0;100;;;;%;Рег.Клап.L  в КУН;
52P135;52AW00/52REKUP:52P135.PNT\hist00;;;;;;;;0;20;;;;кг/см2;Р перег. пара из КУН;
52P136;52AW00/52REKUP:52P136.PNT\hist00;;;;;;;;0;20;;;;кг/см2;Р перег. пара из КУГ;
52PD170;52AW00/52REKUP:52PD170.PNT\hist00;;;;;;;;0;2,5;;;;кг/см2;Пер.Р Возд./ХГ Нагн.1г/ГТТ;
52T101_4;52AW00/52REKUP:52T101_4.PNT\hist00;;;;;;;;0;400;;;;град.С;Т перег. пара из КУН;
52T101_5;52AW00/52REKUP:52T101_5.PNT\hist00;;;;;;;;0;400;;;;град.С;Т ХГ после КУГ;
52T101_6;52AW00/52REKUP:52T101_6.PNT\hist00;;;;;;;;0;400;;;;град.С;Т перег. пара из КУГ;
52T114_1;52AW00/52REKUP:52T114_1.PNT\hist00;;;;;;;;0;400;;;;град.С;Т метал.газ.камер КУН;
52T114_2;52AW00/52REKUP:52T114_2.PNT\hist00;;;;;;;;0;400;;;;град.С;Т метал.газ.камер КУН;
52T114_3;52AW00/52REKUP:52T114_3.PNT\hist00;;;;;;;;0;400;;;;град.С;Т метал.газ.камер КУН;
52T114_4;52AW00/52REKUP:52T114_4.PNT\hist00;;;;;;;;0;400;;;;град.С;Т метал.газ.камер КУН;
52T114_5;52AW00/52REKUP:52T114_5.PNT\hist00;;;;;;;;0;400;;;;град.С;Т метал.газ.камер КУН;
52T114_6;52AW00/52REKUP:52T114_6.PNT\hist00;;;;;;;;0;400;;;;град.С;Т метал.газ.камер КУН;
52T173_4;52AW00/52REKUP:52T173_4.PNT\hist00;;;;;;;;0;600;;;;град.С;Т газов  после ГТТ;
52T183;52AW00/52REKUP:52T183.PNT\hist00;;;;;;;;0;1100;;;;град.С;Т газов из УКСТ 1в;
52PS178;52AW00/52SBS_AO:52PS178.PNT\hist00;;;;;;;;0;16;;;;кг/см2;Р ПГ  до Стоп. Отсек.;
52PS179;52AW00/52SBS_AO:52PS179.PNT\hist00;;;;;;;;0;1,6;;;;кг/см2;Р масла смазки в ГТТ-3М;
52PS180;52AW00/52SBS_AO:52PS180.PNT\hist00;;;;;;;;0;3;;;;кг/см2;Р воздуха из компр. 1а;
52TS174;52AW00/52SBS_AOK:52TS174.PNT\hist00;;;;;;;;0;1100;;;;град.С;Т ОХГ Блок. перед ГТТ;
52LS131;52AW00/52SBS_AOK:52LS131.PNT\hist00;;;;;;;;-315;315;;;;мм;Авар.L пит. Воды в КУН;
52TS101;52AW00/52SBS_AOK:52TS101.PNT\hist00;;;;;;;;0;400;;;;град.С;Т АВС после смесит.3;
52FC171;52AW00/52UKST:52FC171.PNT\hist00;;;;;;;;0;2000;;;;м3/ч;Расход ПГ в УКСТ;
52HCV171;52AW00/52UKST:52HCV171.PNT\hist00;;;;;;;;0;100;;;;%;"Упр. РК скорости вращения турб. ";
52PD171;52AW00/52UKST:52PD171.PNT\hist00;;;;;;;;0;2500;;;;кгс/м2;Перепад ПГ в УКСТ;
52T116;52AW00/52UKST:52T116.PNT\hist00;;;;;;;;-50;50;;;;град.С;Т ПГ в УКСТ;
52FC107;52AW00/52UKST:52FC107.PNT\hist00;;;;;;;;0;16000;;;;м3/ч;F воздуха  в УКСТ 1в;
52HCV107;52AW00/52UKST:52HCV107.PNT\hist00;;;;;;;;0;100;;;;%;Дист.Упр.Рег.Клап. возд. в КСТ 1в;
52G171;52AW00/52UKST:52G171.PNT\hist00;;;;;;;;0;100;;;;%;"Полож. РК скорости вращения турб. ";
52P187;52AW00/52UKST:52P187.PNT\hist00;;;;;;;;0;10;;;;кг/см2;"РПГ после РК  cкорости турб. ";
62F103;52AW00/62ABSOR:62F103.PNT\hist00;;;;;;;;0;14909.43;;;;м3/ч;F доб. Воздуха НГ и прод.кол.;
62F111_1;52AW00/62ABSOR:62F111_1.PNT\hist00;;;;;;;;0;1072.343;;;;м3/ч;F об. Воды (1) на абсорб.;
62F111_2;52AW00/62ABSOR:62F111_2.PNT\hist00;;;;;;;;0;820.001;;;;м3/ч;F об. Воды (2) на абсорб.;
62FC104;52AW00/62ABSOR:62FC104.PNT\hist00;;;;;;;;0;6175.026;;;;м3/ч;Рег.F воздуха в прод.Кол.12;
62FCV104;52AW00/62ABSOR:62FCV104.PNT\hist00;;;;;;;;0;100;;;;%;Рег.Клап.F воздуха в прод.Кол.12;
62FC110;52AW00/62ABSOR:62FC110.PNT\hist00;;;;;;;;0;9.977237;;;;м3/ч;Рег.F КСП в абс.Колон.8;
62FCV110;52AW00/62ABSOR:62FCV110.PNT\hist00;;;;;;;;0;100;;;;%;Рег.Клап.F КСП в абс.Колон.8;
62F105;52AW00/62ABSOR:62F105.PNT\hist00;;;;;;;;0;25;;;;м3/ч;F кислоты с агрегата;
62Q105;52AW00/62ABSOR:62Q105.PNT\hist00;;;;;;;;50;60;;;;%;Q кислоты с агрегата;
62T108_4;52AW00/62ABSOR:62T108_4.PNT\hist00;;;;;;;;0;150;;;;град.С;Т кислоты за прод.Кол.12;
62LC105;52AW00/62ABSOR:62LC105.PNT\hist00;;;;;;;;430;830;;;;мм;Рег.L кислоты в прод.Кол.12;
62LCV105;52AW00/62ABSOR:62LCV105.PNT\hist00;;;;;;;;0;100;;;;%;Рег.Клап.L кислоты в прод.Кол.12;
62T108_1;52AW00/62ABSOR:62T108_1.PNT\hist00;;;;;;;;0;150;;;;град.С;Т НГ в абс.Колон.8;
62T108_2;52AW00/62ABSOR:62T108_2.PNT\hist00;;;;;;;;0;150;;;;град.С;Т кислоты в кубе абс.кол;
62T108_3;52AW00/62ABSOR:62T108_3.PNT\hist00;;;;;;;;0;150;;;;град.С;Т ХГ Вых.подогр.6;
62T108_5;52AW00/62ABSOR:62T108_5.PNT\hist00;;;;;;;;0;400;;;;град.С;Т НГ за подогр.1;
62T108_6;52AW00/62ABSOR:62T108_6.PNT\hist00;;;;;;;;0;150;;;;град.С;Т НГ за холод.7;
62F113;52AW00/62GTT:62F113.PNT\hist00;;;;;;;;0;1038.555;;;;м3/ч;F обор. воды на ГТТ;
62P181;52AW00/62GTT:62P181.PNT\hist00;;;;;;;;0;10;;;;кг/см2;Р воздуха за нагнет 1г;
62T173_1;52AW00/62GTT:62T173_1.PNT\hist00;;;;;;;;0;200;;;;град.С;Т воздуха за нагнет 1г;
62HCV170;52AW00/62GTT:62HCV170.PNT\hist00;;;;;;;;0;100;;;;%;Дист.Упр.Рег.Клап. возд.ГТТиТехн;
62SCS171_1;52AW00/62GTT:62SCS171_1.PNT\hist00;;;;;;;;0;6000;;;;об/мин;"Регулятор Скор. вращения турб. ";
62SCS171_2;52AW00/62GTT:62SCS171_2.PNT\hist00;;;;;;;;0;6000;;;;об/мин;"Регулятор Скор. вращения турб. ";
62SCS171_3;52AW00/62GTT:62SCS171_3.PNT\hist00;;;;;;;;0;6000;;;;об/мин;"Регулятор Скор. вращения турб. ";
62T170_3;52AW00/62GTT:62T170_3.PNT\hist00;;;;;;;;0;100;;;;град.С;Т Воды до маслоохлад.;
62T170_4;52AW00/62GTT:62T170_4.PNT\hist00;;;;;;;;0;100;;;;град.С;Т Воды за маслоохлад.;
62T170_5;52AW00/62GTT:62T170_5.PNT\hist00;;;;;;;;0;100;;;;град.С;Т Воды за воздухоохл.;
62T170_6;52AW00/62GTT:62T170_6.PNT\hist00;;;;;;;;0;100;;;;град.С;Т воздуха за ВоздОхл 1д;
62T173_2;52AW00/62GTT:62T173_2.PNT\hist00;;;;;;;;0;200;;;;град.С;Т воздуха из компр. 1а;
62P128;52AW00/62KONV:62P128.PNT\hist00;;;;;;;;0;10;;;;кг/см2;Р АВС после смесит.2;
62F102;52AW00/62KONV:62F102.PNT\hist00;;;;;;;;0;62466.89;;;;м3/ч;F возд (А) в смесит. 2;
62FC101;52AW00/62KONV:62FC101.PNT\hist00;;;;;;;;0;7805.845;;;;м3/ч;F ГА в смесит. 2;
62FFCV101;52AW00/62KONV:62FFCV101.PNT\hist00;;;;;;;;0;100;;;;%;"Клап.Соотн ГА/Возд ";
62FS101;52AW00/62KONV:62FS101.PNT\hist00;;;;;;;;0;7805.845;;;;м3/ч;F ГА Блок. в смесит. 2;
62FS102;52AW00/62KONV:62FS102.PNT\hist00;;;;;;;;0;62466.89;;;;м3/ч;F возд (В) Блок. в смесит. 2;
62G101;52AW00/62KONV:62G101.PNT\hist00;;;;;;;;0;100;;;;%;Клап.Соотн ГА/Возд положение;
62P101A;52AW00/62KONV:62P101A.PNT\hist00;;;;;;;;0;10;;;;кг/см2;"Р ГА в смеситель 2 ";
62P101B;52AW00/62KONV:62P101B.PNT\hist00;;;;;;;;0;10;;;;кг/см2;"Р ГА в смеситель 2 ";
62P127A;52AW00/62KONV:62P127A.PNT\hist00;;;;;;;;0;10;;;;кг/см2;Р возд (А) в смесит. 2;
62P127B;52AW00/62KONV:62P127B.PNT\hist00;;;;;;;;0;10;;;;кг/см2;Р возд (В) в смесит. 2;
62T101A;52AW00/62KONV:62T101A.PNT\hist00;;;;;;;;0;200;;;;град.С;"Т ГА в смеситель 2 ";
62T101B;52AW00/62KONV:62T101B.PNT\hist00;;;;;;;;0;200;;;;град.С;"Т ГА в смеситель 2 ";
62T127A;52AW00/62KONV:62T127A.PNT\hist00;;;;;;;;0;200;;;;град.С;Т возд (А) в смесит. 2;
62T127B;52AW00/62KONV:62T127B.PNT\hist00;;;;;;;;0;200;;;;град.С;Т возд (В) в смесит. 2;
62T103;52AW00/62KONV:62T103.PNT\hist00;;;;;;;;0;400;;;;град.С;Т НГ на Вых. КУН;
62TS102_1;52AW00/62KONV:62TS102_1.PNT\hist00;;;;;;;;0;1100;;;;град.С;Т под сетками конт. Апар.п.2;
62TS102_2;52AW00/62KONV:62TS102_2.PNT\hist00;;;;;;;;0;1100;;;;град.С;Т под сетками конт. Апар.п.2;
62TS102_3;52AW00/62KONV:62TS102_3.PNT\hist00;;;;;;;;0;1100;;;;град.С;Т под сетками конт. Апар.п.2;
62PS176;52AW00/62MASLO:62PS176.PNT\hist00;;;;;;;;0;10;;;;кг/см2;"Р напорного масла ";
62T170_1;52AW00/62MASLO:62T170_1.PNT\hist00;;;;;;;;0;100;;;;град.С;Т масла до маслоохлад.;
62T170_2;52AW00/62MASLO:62T170_2.PNT\hist00;;;;;;;;0;100;;;;град.С;Т масла за маслоохлад.;
62HCV101;52AW00/62NH3:62HCV101.PNT\hist00;;;;;;;;0;100;;;;%;Дист. упр. клап.ГА в завод. сеть;
62LC108;52AW00/62NH3:62LC108.PNT\hist00;;;;;;;;700;1100;;;;мм;Рег.L ЖА в испарит. 11;
62LCV108;52AW00/62NH3:62LCV108.PNT\hist00;;;;;;;;0;100;;;;%;Клап.рег.L ЖА в испарит. 11;
62PC110;52AW00/62NH3:62PC110.PNT\hist00;;;;;;;;0;20;;;;кг/см2;Рег.Р ГА подач.Пар за испарит. 11;
62PCV110;52AW00/62NH3:62PCV110.PNT\hist00;;;;;;;;0;100;;;;%;Клап.рег.Р ГА за испарит. 11;
62TC112;52AW00/62NH3:62TC112.PNT\hist00;;;;;;;;0;200;;;;град.С;Рег.Т ГА подач.Пар  в подогр.11г;
62TCV112;52AW00/62NH3:62TCV112.PNT\hist00;;;;;;;;0;100;;;;%;Клап.рег.Т ГА  в подогр.11г;
62TS112;52AW00/62NH3:62TS112.PNT\hist00;;;;;;;;0;200;;;;град.С;Авар.сигн.Т ГА  в подогр.11г;
